mode	source	before_text	after_text	delta	same_code	status
a16	examples/snes/corpus/globals.c	162	162	0	True	ok
a16	examples/snes/corpus/gouraud_sim.c	3927	3927	0	True	ok
a16	examples/snes/corpus/grid3d_sim.c	1377	1377	0	True	ok
a16	examples/snes/corpus/harmonograph_sim.c	820	820	0	True	ok
a16	examples/snes/corpus/hdr_bloom_sim.c	902	902	0	True	ok
a16	examples/snes/corpus/hilbert_sim.c	1743	1743	0	True	ok
a16	examples/snes/corpus/huffman_sim.c	707	707	0	True	ok
a16	examples/snes/corpus/hull_sim.c	2923	2923	0	True	ok
a16	examples/snes/corpus/iir_scope_sim.c	853	853	0	True	ok
a16	examples/snes/corpus/invaders_sim.c	5203	5203	0	True	ok
a16	examples/snes/corpus/jt256_sim.c	5916	5916	0	True	ok
a16	examples/snes/corpus/jtedge_sim.c	9142	9142	0	True	ok
a16	examples/snes/corpus/jtsparse_sim.c	2360	2360	0	True	ok
a16	examples/snes/corpus/julia_sim.c	957	957	0	True	ok
a16	examples/snes/corpus/keycmp64_sim.c	1349	1349	0	True	ok
a16	examples/snes/corpus/lfsr2_sim.c	268	268	0	True	ok
a16	examples/snes/corpus/life_sim.c	1164	1164	0	True	ok
a16	examples/snes/corpus/lsystem_sim.c	2028	2028	0	True	ok
a16	examples/snes/corpus/lzdec_sim.c	649	649	0	True	ok
a16	examples/snes/corpus/mandel-double_sim.c	3398	3398	0	True	ok
a16	examples/snes/corpus/mandel-float_sim.c	1791	1791	0	True	ok
a16	examples/snes/corpus/matcascade_sim.c	1467	1467	0	True	ok
a16	examples/snes/corpus/maze_sim.c	3568	3568	0	True	ok
a16	examples/snes/corpus/medfilt_sim.c	1050	1050	0	True	ok
a16	examples/snes/corpus/metaball_sim.c	306	306	0	True	ok
a16	examples/snes/corpus/modexp256_sim.c	2870	2870	0	True	ok
a16	examples/snes/corpus/montorbit_sim.c	391	391	0	True	ok
a16	examples/snes/corpus/msquares_sim.c	4270	4270	0	True	ok
a16	examples/snes/corpus/mulov64_sim.c	4837	4837	0	True	ok
a16	examples/snes/corpus/multibase_sim.c	1231	1231	0	True	ok
a16	examples/snes/corpus/mvscrl_sim.c	379	379	0	True	ok
a16	examples/snes/corpus/n-body_sim.c	2330	2330	0	True	ok
a16	examples/snes/corpus/nbody_sim.c	2329	2329	0	True	ok
a16	examples/snes/corpus/newton_sim.c	2564	2564	0	True	ok
a16	examples/snes/corpus/nmitally_sim.c	817	817	0	True	ok
a16	examples/snes/corpus/nrecip_sim.c	775	775	0	True	ok
a16	examples/snes/corpus/oddmask_sim.c	1206	1206	0	True	ok
a16	examples/snes/corpus/ovmatrix_sim.c	9301	9301	0	True	ok
a16	examples/snes/corpus/ovmove_sim.c	474	474	0	True	ok
a16	examples/snes/corpus/packrec_sim.c	2069	2069	0	True	ok
a16	examples/snes/corpus/pcooker_sim.c	1485	1485	0	True	ok
a16	examples/snes/corpus/percol_sim.c	1234	1234	0	True	ok
a16	examples/snes/corpus/perlin_sim.c	2543	2543	0	True	ok
a16	examples/snes/corpus/permscat_sim.c	611	611	0	True	ok
a16	examples/snes/corpus/pi_sim.c	984	984	0	True	ok
a16	examples/snes/corpus/plyoracle_sim.c	1294	1294	0	True	ok
a16	examples/snes/corpus/polyfill_sim.c	1560	1560	0	True	ok
a16	examples/snes/corpus/poolfx_sim.c	1015	1015	0	True	ok
a16	examples/snes/corpus/qsortviz_sim.c	532	532	0	True	ok
a16	examples/snes/corpus/radix_sim.c	725	725	0	True	ok
a16	examples/snes/corpus/rangecode_sim.c	780	780	0	True	ok
a16	examples/snes/corpus/raycaster_sim.c	1465	1465	0	True	ok
a16	examples/snes/corpus/rdiff_sim.c	1952	1952	0	True	ok
a16	examples/snes/corpus/retryjmp_sim.c	1114	1114	0	True	ok
a16	examples/snes/corpus/ropeedit_sim.c	859	859	0	True	ok
a16	examples/snes/corpus/rotkal_sim.c	385	385	0	True	ok
a16	examples/snes/corpus/rotozoom_sim.c	1321	1321	0	True	ok
a16	examples/snes/corpus/rotslab_sim.c	701	701	0	True	ok
a16	examples/snes/corpus/satcast_sim.c	918	918	0	True	ok
a16	examples/snes/corpus/satcomet_sim.c	397	397	0	True	ok
a16	examples/snes/corpus/sbitfld_sim.c	1188	1188	0	True	ok
a16	examples/snes/corpus/scopeguard_sim.c	449	449	0	True	ok
a16	examples/snes/corpus/seqvm_sim.c	750	750	0	True	ok
a16	examples/snes/corpus/setjmp_sim.c	65	65	0	True	ok
a16	examples/snes/corpus/smulorbit_sim.c	644	644	0	True	ok
a16	examples/snes/corpus/sobel_sim.c	1564	1564	0	True	ok
a16	examples/snes/corpus/sodo_sim.c	376	376	0	True	ok
a16	examples/snes/corpus/sort-race_sim.c	3966	3966	0	True	ok
a16	examples/snes/corpus/spaceship_sim.c	1255	1255	0	True	ok
a16	examples/snes/corpus/speedcap_sim.c	1410	1410	0	True	ok
a16	examples/snes/corpus/spiro_ctrl_sim.c	1775	1775	0	True	ok
a16	examples/snes/corpus/spiro_sim.c	2585	2585	0	True	ok
a16	examples/snes/corpus/strcmprace_sim.c	2542	2542	0	True	ok
a16	examples/snes/corpus/structs.c	129	129	0	True	ok
a16	examples/snes/corpus/tea_sim.c	1072	1072	0	True	ok
a16	examples/snes/corpus/trapguard_sim.c	1334	1334	0	True	ok
a16	examples/snes/corpus/trimerge_sim.c	4133	4133	0	True	ok
a16	examples/snes/corpus/truchet_sim.c	928	928	0	True	ok
a16	examples/snes/corpus/truncstair_sim.c	261	261	0	True	ok
a16	examples/snes/corpus/turtle-vm_sim.c	2423	2423	0	True	ok
a16	examples/snes/corpus/uarteye_sim.c	281	281	0	True	ok
a16	examples/snes/corpus/ucmprank_sim.c	1352	1352	0	True	ok
a16	examples/snes/corpus/ulam_sim.c	415	415	0	True	ok
a16	examples/snes/corpus/vaprintf_sim.c	1301	1301	0	True	ok
a16	examples/snes/corpus/vlanest_sim.c	2473	2473	0	True	ok
a16	examples/snes/corpus/vlastack_sim.c	1740	1740	0	True	ok
a16	examples/snes/corpus/wire3d_ctrl_sim.c	1898	1898	0	True	ok
a16	examples/snes/corpus/wire3d_sim.c	2537	2537	0	True	ok
a16	examples/snes/cosmzoom.c	10916	10916	0	True	ok
a16	examples/snes/cpu6502.c	14849	14849	0	True	ok
a16	examples/snes/crctex.c	9391	9391	0	True	ok
a16	examples/snes/crcwall.c	9609	9609	0	True	ok
a16	examples/snes/critters.c	10566	10566	0	True	ok
a16	examples/snes/csrjmp.c	12709	12709	0	True	ok
a16	examples/snes/dblbridge.c	11652	11652	0	True	ok
a16	examples/snes/dctbloom.c	11130	11130	0	True	ok
a16	examples/snes/dhmix.c	14448	14448	0	True	ok
a16	examples/snes/disbits.c	9048	9048	0	True	ok
a16	examples/snes/dither.c	11030	11030	0	True	ok
a16	examples/snes/divclock.c	12106	12106	0	True	ok
a16	examples/snes/domcol.c	11302	11302	0	True	ok
a16	examples/snes/doom-fire.c	8292	8292	0	True	ok
a16	examples/snes/double-pendulum.c	10859	10859	0	True	ok
a16	examples/snes/dpbank.c	12036	12036	0	True	ok
a16	examples/snes/duff.c	9407	9407	0	True	ok
a16	examples/snes/editdist.c	11098	11098	0	True	ok
a16	examples/snes/epicycles.c	14210	14210	0	True	ok
a16	examples/snes/fabsridge.c	9320	9320	0	True	ok
a16	examples/snes/factorial.c	10634	10634	0	True	ok
a16	examples/snes/farptrcmp.c	10127	10127	0	True	ok
a16	examples/snes/farspill.c	10611	10611	0	True	ok
a16	examples/snes/fenwick.c	10046	10046	0	True	ok
a16	examples/snes/fft.c	10930	10930	0	True	ok
a16	examples/snes/fn-plot.c	12172	12172	0	True	ok
a16	examples/snes/funnelkal.c	11040	11040	0	True	ok
a16	examples/snes/gf256.c	9808	9808	0	True	ok
a16	examples/snes/gouraud.c	16820	16820	0	True	ok
a16	examples/snes/grid3d.c	12780	12780	0	True	ok
a16	examples/snes/harmonograph.c	10985	10985	0	True	ok
a16	examples/snes/hdr-bloom.c	8933	8933	0	True	ok
a16	examples/snes/hello.c	120	120	0	True	ok
a16	examples/snes/hilbert.c	12251	12251	0	True	ok
a16	examples/snes/huffman.c	9823	9823	0	True	ok
a16	examples/snes/hull.c	14653	14653	0	True	ok
a16	examples/snes/iir-scope.c	10924	10924	0	True	ok
a16	examples/snes/invaders.c	13951	13951	0	True	ok
a16	examples/snes/irqgate.c	12020	12020	0	True	ok
a16	examples/snes/isrbracket.c	11063	11063	0	True	ok
a16	examples/snes/jt256.c	16173	16173	0	True	ok
a16	examples/snes/jtedge.c	18945	18945	0	True	ok
a16	examples/snes/jtsparse.c	12669	12669	0	True	ok
a16	examples/snes/julia.c	5061	5061	0	True	ok
a16	examples/snes/keycmp64.c	11159	11159	0	True	ok
a16	examples/snes/lfsr2.c	9873	9873	0	True	ok
a16	examples/snes/life.c	9589	9589	0	True	ok
a16	examples/snes/llabs64.c	11287	11287	0	True	ok
a16	examples/snes/lsystem.c	11276	11276	0	True	ok
a16	examples/snes/lzdec.c	9698	9698	0	True	ok
a16	examples/snes/lzss-gallery.c	22764	22764	0	True	ok
a16	examples/snes/mandel-display.c	4637	4637	0	True	ok
a16	examples/snes/mandel-double.c	7438	7438	0	True	ok
a16	examples/snes/mandel-float.c	5496	5496	0	True	ok
a16	examples/snes/mandel-oop.c	6312	6312	0	True	ok
a16	examples/snes/matcascade.c	13028	13028	0	True	ok
a16	examples/snes/maze.c	14110	14110	0	True	ok
a16	examples/snes/medfilt.c	10607	10607	0	True	ok
a16	examples/snes/metaball.c	9978	9978	0	True	ok
a16	examples/snes/mixedwidth.c	9492	9492	0	True	ok
a16	examples/snes/modethread.c	9590	9590	0	True	ok
a16	examples/snes/modexp256.c	12622	12622	0	True	ok
a16	examples/snes/montorbit.c	11068	11068	0	True	ok
a16	examples/snes/msquares.c	16521	16521	0	True	ok
a16	examples/snes/mulov64.c	16692	16692	0	True	ok
a16	examples/snes/multibase.c	10717	10717	0	True	ok
a16	examples/snes/mvscrl.c	10903	10903	0	True	ok
a16	examples/snes/n-body.c	13679	13679	0	True	ok
a16	examples/snes/newton.c	11210	11210	0	True	ok
a16	examples/snes/nmitally.c	9957	9957	0	True	ok
a16	examples/snes/nrecip.c	10043	10043	0	True	ok
a16	examples/snes/oddmask.c	11044	11044	0	True	ok
a16	examples/snes/ovmatrix.c	19492	19492	0	True	ok
a16	examples/snes/ovmove.c	9680	9680	0	True	ok
a16	examples/snes/packrec.c	12141	12141	0	True	ok
a16	examples/snes/pcooker.c	11124	11124	0	True	ok
a16	examples/snes/percol.c	10787	10787	0	True	ok
a16	examples/snes/perlin.c	11903	11903	0	True	ok
a16	examples/snes/permscat.c	9764	9764	0	True	ok
a16	examples/snes/plyoracle.c	12217	12217	0	True	ok
a16	examples/snes/polyfill.c	13082	13082	0	True	ok
a16	examples/snes/poolfx.c	10364	10364	0	True	ok
a16	examples/snes/qsortviz.c	11302	11302	0	True	ok
a16	examples/snes/radix.c	9852	9852	0	True	ok
a16	examples/snes/rangecode.c	11351	11351	0	True	ok
a16	examples/snes/raycaster.c	12217	12217	0	True	ok
a16	examples/snes/rdiff.c	10875	10875	0	True	ok
a16	examples/snes/retryjmp.c	11746	11746	0	True	ok
a16	examples/snes/ropeedit.c	10901	10901	0	True	ok
a16	examples/snes/rotkal.c	9836	9836	0	True	ok
a16	examples/snes/rotozoom.c	11347	11347	0	True	ok
a16	examples/snes/rotslab.c	9927	9927	0	True	ok
a16	examples/snes/satcast.c	10727	10727	0	True	ok
a16	examples/snes/satcomet.c	9347	9347	0	True	ok
a16	examples/snes/sbitfld.c	10833	10833	0	True	ok
a16	examples/snes/scopeguard.c	10898	10898	0	True	ok
a16	examples/snes/seamdemo.c	20887	20887	0	True	ok
a16	examples/snes/seqvm.c	10131	10131	0	True	ok
a16	examples/snes/shift64seam.c	10717	10717	0	True	ok
a16	examples/snes/smulorbit.c	10398	10398	0	True	ok
a16	examples/snes/snes-video-codec-bench.c	204	204	0	True	ok
a16	examples/snes/snes-video-codec.c	8853	8853	0	True	ok
a16	examples/snes/snes-video-dma.c	488	488	0	True	ok
a16	examples/snes/snes-video-reel.c	8899	8899	0	True	ok
a16	examples/snes/snes-video-stream.c	1247	1247	0	True	ok
a16	examples/snes/sobel.c	11244	11244	0	True	ok
a16	examples/snes/sodo.c	9326	9326	0	True	ok
a16	examples/snes/sort-race.c	14758	14758	0	True	ok
a16	examples/snes/spaceship.c	11376	11376	0	True	ok
a16	examples/snes/speedcap.c	12016	12016	0	True	ok
a16	examples/snes/spigot.c	14068	14068	0	True	ok
a16	examples/snes/spirograph.c	15026	15026	0	True	ok
a16	examples/snes/strcmprace.c	12401	12401	0	True	ok
a16	examples/snes/tea.c	11306	11306	0	True	ok
a16	examples/snes/trapguard.c	12468	12468	0	True	ok
a16	examples/snes/trimerge.c	15103	15103	0	True	ok
a16	examples/snes/truchet.c	12035	12035	0	True	ok
a16	examples/snes/truncstair.c	10675	10675	0	True	ok
a16	examples/snes/turtle-vm.c	11683	11683	0	True	ok
a16	examples/snes/uarteye.c	9813	9813	0	True	ok
a16	examples/snes/ucmprank.c	11083	11083	0	True	ok
a16	examples/snes/ulam.c	10459	10459	0	True	ok
a16	examples/snes/vaprintf.c	11848	11848	0	True	ok
a16	examples/snes/vlanest.c	12924	12924	0	True	ok
a16	examples/snes/vlastack.c	11408	11408	0	True	ok
a16	examples/snes/wireframe.c	15235	15235	0	True	ok
xy16	examples/65816/a16.c	24	24	0	True	ok
xy16	examples/65816/a16abs.c	22	22	0	True	ok
xy16	examples/65816/a16abscmp.c	110	110	0	True	ok
xy16	examples/65816/a16absidx.c	16	16	0	True	ok
xy16	examples/65816/a16add.c	25	25	0	True	ok
xy16	examples/65816/a16ashift.c	26	26	0	True	ok
xy16	examples/65816/a16ashift8.c	194	194	0	True	ok
xy16	examples/65816/a16bit.c	42	42	0	True	ok
xy16	examples/65816/a16bitchain.c	61	61	0	True	ok
xy16	examples/65816/a16call.c	61	61	0	True	ok
xy16	examples/65816/a16chain.c	29	29	0	True	ok
xy16	examples/65816/a16chainimm.c	57	57	0	True	ok
xy16	examples/65816/a16chainld.c	31	31	0	True	ok
xy16	examples/65816/a16cmp.c	113	113	0	True	ok
xy16	examples/65816/a16cmpaudit.c	4175	4175	0	True	ok
xy16	examples/65816/a16cmpidx.c	558	558	0	True	ok
xy16	examples/65816/a16copy.c	27	27	0	True	ok
xy16	examples/65816/a16eq.c	66	66	0	True	ok
xy16	examples/65816/a16eqval.c	108	108	0	True	ok
xy16	examples/65816/a16eqvalc.c	121	121	0	True	ok
xy16	examples/65816/a16eqvalg.c	184	184	0	True	ok
xy16	examples/65816/a16eqvalmg.c	173	173	0	True	ok
xy16	examples/65816/a16eqvalp.c	155	155	0	True	ok
xy16	examples/65816/a16eqvalz.c	56	56	0	True	ok
xy16	examples/65816/a16frameidx.c	202	202	0	True	ok
xy16	examples/65816/a16imm.c	44	44	0	True	ok
xy16	examples/65816/a16incabs.c	49	49	0	True	ok
xy16	examples/65816/a16incdec.c	59	59	0	True	ok
xy16	examples/65816/a16indirdst.c	33	33	0	True	ok
xy16	examples/65816/a16indirectstore.c	587	579	-8	False	ok
xy16	examples/65816/a16indiry.c	20	20	0	True	ok
xy16	examples/65816/a16isr.c	106	106	0	True	ok
xy16	examples/65816/a16loadcall.c	252	252	0	True	ok
xy16	examples/65816/a16loadfold.c	23	23	0	True	ok
xy16	examples/65816/a16local.c	23	23	0	True	ok
xy16	examples/65816/a16localbit.c	45	45	0	True	ok
xy16	examples/65816/a16localimm.c	23	23	0	True	ok
xy16	examples/65816/a16localsub.c	23	23	0	True	ok
xy16	examples/65816/a16localx.c	58	58	0	True	ok
xy16	examples/65816/a16loop.c	41	41	0	True	ok
xy16	examples/65816/a16loopred.c	43	43	0	True	ok
xy16	examples/65816/a16mix1.c	140	140	0	True	ok
xy16	examples/65816/a16mix2.c	177	177	0	True	ok
xy16	examples/65816/a16mixfold.c	59	59	0	True	ok
xy16	examples/65816/a16ptr.c	38	38	0	True	ok
xy16	examples/65816/a16regpress.c	139	139	0	True	ok
xy16	examples/65816/a16ret.c	82	82	0	True	ok
xy16	examples/65816/a16s32.c	1798	1798	0	True	ok
xy16	examples/65816/a16scavnz.c	509	509	0	True	ok
xy16	examples/65816/a16scmp.c	139	139	0	True	ok
xy16	examples/65816/a16shift.c	32	32	0	True	ok
xy16	examples/65816/a16spill.c	179	179	0	True	ok
xy16	examples/65816/a16spillr.c	269	269	0	True	ok
xy16	examples/65816/a16storebytes.c	410	410	0	True	ok
xy16	examples/65816/a16sub.c	25	25	0	True	ok
xy16	examples/65816/a16sunfold.c	54	54	0	True	ok
xy16	examples/65816/a16thread.c	53	53	0	True	ok
xy16	examples/65816/absdiff-probe.c	307	307	0	True	ok
xy16	examples/65816/asmisland-probe.c	270	270	0	True	ok
xy16	examples/65816/bitboard64-probe.c	4869	4869	0	True	ok
xy16	examples/65816/crt0native.c	17	17	0	True	ok
xy16	examples/65816/far-bank1.c	13	13	0	True	ok
xy16	examples/65816/far-deref.c	34	34	0	True	ok
xy16	examples/65816/far-run.c	13	13	0	True	ok
xy16	examples/65816/far_arith.c	42	42	0	True	ok
xy16	examples/65816/far_call.c	18	18	0	True	ok
xy16	examples/65816/far_cast.c	40	40	0	True	ok
xy16	examples/65816/far_fnptr.c	33	33	0	True	ok
xy16	examples/65816/far_indir.c	48	48	0	True	ok
xy16	examples/65816/far_indir_tail.c	12	12	0	True	ok
xy16	examples/65816/far_loop.c	214	214	0	True	ok
xy16	examples/65816/far_memops.c	350	350	0	True	ok
xy16	examples/65816/far_memset.c	99	99	0	True	ok
xy16	examples/65816/far_near_call.c	28	28	0	True	ok
xy16	examples/65816/far_sizeof.c	57	57	0	True	ok
xy16	examples/65816/far_store.c	50	50	0	True	ok
xy16	examples/65816/far_tail.c	35	35	0	True	ok
xy16	examples/65816/farbank.c	212	212	0	True	ok
xy16	examples/65816/farcc_bench.c	127	127	0	True	ok
xy16	examples/65816/farcc_imag32.c	69	69	0	True	ok
xy16	examples/65816/farindex.c	422	422	0	True	ok
xy16	examples/65816/farptrcmp-natural.c	123	123	0	True	ok
xy16	examples/65816/farspill-probe.c	1307	1307	0	True	ok
xy16	examples/65816/frameabi_a0.c	48	48	0	True	ok
xy16	examples/65816/frameabi_heavy.c	1179	1179	0	True	ok
xy16	examples/65816/k_bits.c	161	161	0	True	ok
xy16	examples/65816/k_blossom_far.c	950	950	0	True	ok
xy16	examples/65816/k_buddha_far.c	1662	1662	0	True	ok
xy16	examples/65816/k_crc16.c	91	91	0	True	ok
xy16	examples/65816/k_fxmul.c	73	73	0	True	ok
xy16	examples/65816/k_hopalong.c	446	446	0	True	ok
xy16	examples/65816/k_isort.c	278	278	0	True	ok
xy16	examples/65816/k_mandel.c	732	732	0	True	ok
xy16	examples/65816/k_mandel_far.c	815	815	0	True	ok
xy16	examples/65816/k_prng.c	101	101	0	True	ok
xy16	examples/65816/k_satadd.c	54	54	0	True	ok
xy16	examples/65816/k_trig16.c	4379	4379	0	True	ok
xy16	examples/65816/k_trig16x.c	10388	10388	0	True	ok
xy16	examples/65816/k_trig32.c	862	862	0	True	ok
xy16	examples/65816/legalindexdom.c	100	100	0	True	ok
xy16	examples/65816/llabs64-probe.c	346	346	0	True	ok
xy16	examples/65816/mixedwidth-probe.c	257	257	0	True	ok
xy16	examples/65816/modethread-probe.c	587	587	0	True	ok
xy16	examples/65816/rcundef.c	1598	1598	0	True	ok
xy16	examples/65816/rcundef2.c	1944	1944	0	True	ok
xy16	examples/65816/shift64seam-narrow.c	52	52	0	True	ok
xy16	examples/65816/shift64seam-probe.c	741	741	0	True	ok
xy16	examples/65816/xy16-inplace-memmove-repro.c	490	490	0	True	ok
xy16	examples/65816/xy16basic.c	24	24	0	True	ok
xy16	examples/65816/xy16call.c	69	69	0	True	ok
xy16	examples/65816/xy16indiry.c	30	30	0	True	ok
xy16	examples/65816/xy16ops.c	27	27	0	True	ok
xy16	examples/65816/xy16spill.c	134	134	0	True	ok
xy16	examples/65816/xy16spillr.c	269	269	0	True	ok
xy16	examples/65816/zerobank_probe.c	109	109	0	True	ok
xy16	examples/snes/1d-ca.c	8581	8581	0	True	ok
xy16	examples/snes/absdiff.c	10363	10363	0	True	ok
xy16	examples/snes/adpcm.c	11464	11464	0	True	ok
xy16	examples/snes/apollo-reel.c	5296	5296	0	True	ok
xy16	examples/snes/asmisland.c	9469	9469	0	True	ok
xy16	examples/snes/avalanche.c	5161	5161	0	True	ok
xy16	examples/snes/backtrack.c	11051	11051	0	True	ok
xy16	examples/snes/bankwalk.c	9703	9703	0	True	ok
xy16	examples/snes/bf-vm.c	12152	12152	0	True	ok
xy16	examples/snes/bhut.c	12501	12501	0	True	ok
xy16	examples/snes/bigbyval.c	14183	14183	0	True	ok
xy16	examples/snes/bitboard64.c	18283	18283	0	True	ok
xy16	examples/snes/bitcensus.c	18950	18950	0	True	ok
xy16	examples/snes/bitshuffle.c	10638	10638	0	True	ok
xy16	examples/snes/bitweave.c	9844	9844	0	True	ok
xy16	examples/snes/blossom.c	9499	9499	0	True	ok
xy16	examples/snes/boids.c	12752	12752	0	True	ok
xy16	examples/snes/borrowlad.c	10264	10264	0	True	ok
xy16	examples/snes/borrowov.c	12026	12026	0	True	ok
xy16	examples/snes/brkcop.c	10430	10430	0	True	ok
xy16	examples/snes/bsearchviz.c	11014	11014	0	True	ok
xy16	examples/snes/buddha.c	4963	4963	0	True	ok
xy16	examples/snes/burning-ship.c	8975	8975	0	True	ok
xy16	examples/snes/byvaledge.c	12583	12583	0	True	ok
xy16	examples/snes/cardioid.c	10446	10446	0	True	ok
xy16	examples/snes/cartsize-canary.c	1181	1181	0	True	ok
xy16	examples/snes/cgrade.c	10115	10115	0	True	ok
xy16	examples/snes/compass.c	9766	9766	0	True	ok
xy16	examples/snes/cordic.c	17157	17157	0	True	ok
xy16	examples/snes/corpus/adpcm_sim.c	625	625	0	True	ok
xy16	examples/snes/corpus/arith.c	365	365	0	True	ok
xy16	examples/snes/corpus/arrays.c	144	144	0	True	ok
xy16	examples/snes/corpus/avalanche_sim.c	1057	1057	0	True	ok
xy16	examples/snes/corpus/backtrack_sim.c	1385	1385	0	True	ok
xy16	examples/snes/corpus/bf_vm_sim.c	1322	1322	0	True	ok
xy16	examples/snes/corpus/bhut_sim.c	2822	2822	0	True	ok
xy16	examples/snes/corpus/bigbyval_sim.c	3206	3206	0	True	ok
xy16	examples/snes/corpus/bitcensus_sim.c	4949	4949	0	True	ok
xy16	examples/snes/corpus/bitshuffle_sim.c	1025	1025	0	True	ok
xy16	examples/snes/corpus/bitweave_sim.c	384	384	0	True	ok
xy16	examples/snes/corpus/boids_sim.c	3549	3549	0	True	ok
xy16	examples/snes/corpus/borrowlad_sim.c	490	490	0	True	ok
xy16	examples/snes/corpus/borrowov_sim.c	1976	1976	0	True	ok
xy16	examples/snes/corpus/bsearchviz_sim.c	986	986	0	True	ok
xy16	examples/snes/corpus/burning-ship_sim.c	782	782	0	True	ok
xy16	examples/snes/corpus/byvaledge_sim.c	2525	2525	0	True	ok
xy16	examples/snes/corpus/ca1d_sim.c	498	498	0	True	ok
xy16	examples/snes/corpus/cardioid_sim.c	146	146	0	True	ok
xy16	examples/snes/corpus/cgrade_sim.c	892	892	0	True	ok
xy16	examples/snes/corpus/compass_sim.c	552	552	0	True	ok
xy16	examples/snes/corpus/control.c	170	170	0	True	ok
xy16	examples/snes/corpus/cordic_sim.c	4262	4262	0	True	ok
xy16	examples/snes/corpus/cosmzoom_sim.c	1105	1105	0	True	ok
xy16	examples/snes/corpus/cpu6502_sim.c	1995	1995	0	True	ok
xy16	examples/snes/corpus/crctex_sim.c	276	276	0	True	ok
xy16	examples/snes/corpus/crcwall_sim.c	572	572	0	True	ok
xy16	examples/snes/corpus/critters_sim.c	622	622	0	True	ok
xy16	examples/snes/corpus/csrjmp_sim.c	2511	2511	0	True	ok
xy16	examples/snes/corpus/dblbridge_sim.c	1478	1478	0	True	ok
xy16	examples/snes/corpus/dctbloom_sim.c	1337	1337	0	True	ok
xy16	examples/snes/corpus/dhmix_sim.c	3170	3170	0	True	ok
xy16	examples/snes/corpus/disbits_sim.c	221	221	0	True	ok
xy16	examples/snes/corpus/dither_sim.c	951	951	0	True	ok
xy16	examples/snes/corpus/divclock_sim.c	424	424	0	True	ok
xy16	examples/snes/corpus/domcol_sim.c	1815	1815	0	True	ok
xy16	examples/snes/corpus/doom-fire_sim.c	387	387	0	True	ok
xy16	examples/snes/corpus/dpend_sim.c	2147	2147	0	True	ok
xy16	examples/snes/corpus/duff_sim.c	411	411	0	True	ok
xy16	examples/snes/corpus/editdist_sim.c	1634	1634	0	True	ok
xy16	examples/snes/corpus/epicycles_sim.c	1032	1032	0	True	ok
xy16	examples/snes/corpus/fabsridge_sim.c	460	460	0	True	ok
xy16	examples/snes/corpus/factorial_sim.c	540	540	0	True	ok
xy16	examples/snes/corpus/fenwick_sim.c	597	597	0	True	ok
xy16	examples/snes/corpus/fft_sim.c	1111	1111	0	True	ok
xy16	examples/snes/corpus/fn_plot_sim.c	1805	1805	0	True	ok
xy16	examples/snes/corpus/funcs.c	123	123	0	True	ok
xy16	examples/snes/corpus/funnelkal_sim.c	762	762	0	True	ok
xy16	examples/snes/corpus/gf256_sim.c	566	566	0	True	ok
xy16	examples/snes/corpus/globals.c	162	162	0	True	ok
xy16	examples/snes/corpus/gouraud_sim.c	3758	3758	0	True	ok
xy16	examples/snes/corpus/grid3d_sim.c	1377	1377	0	True	ok
xy16	examples/snes/corpus/harmonograph_sim.c	795	795	0	True	ok
xy16	examples/snes/corpus/hdr_bloom_sim.c	902	902	0	True	ok
xy16	examples/snes/corpus/hilbert_sim.c	1743	1743	0	True	ok
xy16	examples/snes/corpus/huffman_sim.c	663	663	0	True	ok
xy16	examples/snes/corpus/hull_sim.c	2914	2914	0	True	ok
xy16	examples/snes/corpus/iir_scope_sim.c	853	853	0	True	ok
xy16	examples/snes/corpus/invaders_sim.c	5244	5244	0	True	ok
xy16	examples/snes/corpus/jt256_sim.c	5943	5943	0	True	ok
xy16	examples/snes/corpus/jtedge_sim.c	9244	9244	0	True	ok
xy16	examples/snes/corpus/jtsparse_sim.c	2328	2328	0	True	ok
xy16	examples/snes/corpus/julia_sim.c	957	957	0	True	ok
xy16	examples/snes/corpus/keycmp64_sim.c	1349	1349	0	True	ok
xy16	examples/snes/corpus/lfsr2_sim.c	268	268	0	True	ok
xy16	examples/snes/corpus/life_sim.c	1164	1164	0	True	ok
xy16	examples/snes/corpus/lsystem_sim.c	2121	2121	0	True	ok
xy16	examples/snes/corpus/lzdec_sim.c	544	544	0	True	ok
xy16	examples/snes/corpus/mandel-double_sim.c	3398	3398	0	True	ok
xy16	examples/snes/corpus/mandel-float_sim.c	1758	1758	0	True	ok
xy16	examples/snes/corpus/matcascade_sim.c	1422	1422	0	True	ok
xy16	examples/snes/corpus/maze_sim.c	3190	3190	0	True	ok
xy16	examples/snes/corpus/medfilt_sim.c	1050	1050	0	True	ok
xy16	examples/snes/corpus/metaball_sim.c	306	306	0	True	ok
xy16	examples/snes/corpus/modexp256_sim.c	2838	2838	0	True	ok
xy16	examples/snes/corpus/montorbit_sim.c	391	391	0	True	ok
xy16	examples/snes/corpus/msquares_sim.c	4270	4270	0	True	ok
xy16	examples/snes/corpus/mulov64_sim.c	4837	4837	0	True	ok
xy16	examples/snes/corpus/multibase_sim.c	1231	1231	0	True	ok
xy16	examples/snes/corpus/mvscrl_sim.c	379	379	0	True	ok
xy16	examples/snes/corpus/n-body_sim.c	2330	2330	0	True	ok
xy16	examples/snes/corpus/nbody_sim.c	2329	2329	0	True	ok
