file,binary,rep,instructions,task_clock_ms,rc
a16sub.a16,postfix,3,14117648,14.53,0
a16sub.a8,prefix,3,14169491,14.64,0
a16sub.a8,postfix,3,14150920,14.66,0
a16sunfold.a16,prefix,3,18635632,15.52,0
a16sunfold.a16,postfix,3,18598230,15.70,0
a16sunfold.a8,prefix,3,18522354,16.55,0
a16sunfold.a8,postfix,3,18593518,16.71,0
a16thread.a16,prefix,3,19065851,16.60,0
a16thread.a16,postfix,3,19048212,15.91,0
a16thread.a8,prefix,3,18961342,15.75,0
a16thread.a8,postfix,3,18999632,17.41,0
absdiff-probe.a16,prefix,3,37140053,24.05,0
absdiff-probe.a16,postfix,3,37146565,23.26,0
absdiff-probe.a8,prefix,3,37113910,22.87,0
absdiff-probe.a8,postfix,3,37128719,21.88,0
asmisland-probe.a16,prefix,3,29097260,21.49,0
asmisland-probe.a16,postfix,3,29109920,20.85,0
asmisland-probe.a8,prefix,3,29070783,20.39,0
asmisland-probe.a8,postfix,3,29066557,20.73,0
bitboard64-probe.a16,prefix,3,216905372,72.68,0
bitboard64-probe.a16,postfix,3,217127581,71.43,0
bitboard64-probe.a8,prefix,3,217032513,76.11,0
bitboard64-probe.a8,postfix,3,217280419,71.42,0
crt0native.a16,prefix,3,13703971,13.89,0
crt0native.a16,postfix,3,13623585,15.01,0
crt0native.a8,prefix,3,13616722,14.38,0
crt0native.a8,postfix,3,13675157,13.76,0
far-bank1.a16,prefix,3,10292648,12.35,1
far-bank1.a16,postfix,3,10293631,11.79,1
far-bank1.a8,prefix,3,10268662,11.96,1
far-bank1.a8,postfix,3,10375167,12.38,1
far-deref.a16,prefix,3,11729699,12.37,1
far-deref.a16,postfix,3,11716968,12.42,1
far-deref.a8,prefix,3,11721573,12.70,1
far-deref.a8,postfix,3,11704415,12.67,1
far-run.a16,prefix,3,10334668,11.71,1
far-run.a16,postfix,3,10295299,11.92,1
far-run.a8,prefix,3,10308670,12.29,1
far-run.a8,postfix,3,10324989,13.27,1
far_arith.a16,prefix,3,10527090,12.32,1
far_arith.a16,postfix,3,10510759,11.69,1
far_arith.a8,prefix,3,10424258,12.38,1
far_arith.a8,postfix,3,10418329,12.38,1
far_call.a16,prefix,3,16312180,15.27,0
far_call.a16,postfix,3,16246188,15.31,0
far_call.a8,prefix,3,16308349,14.92,0
far_call.a8,postfix,3,16329088,15.25,0
far_cast.a16,prefix,3,10397352,12.70,1
far_cast.a16,postfix,3,10486293,12.36,1
far_cast.a8,prefix,3,10489747,13.12,1
far_cast.a8,postfix,3,10362913,11.80,1
far_fnptr.a16,prefix,3,11640550,13.15,1
far_fnptr.a16,postfix,3,11664226,12.39,1
far_fnptr.a8,prefix,3,11605354,13.24,1
far_fnptr.a8,postfix,3,11636228,12.91,1
far_indir.a16,prefix,3,10523471,12.85,1
far_indir.a16,postfix,3,10589571,12.21,1
far_indir.a8,prefix,3,10440143,12.34,1
far_indir.a8,postfix,3,10538764,12.27,1
far_indir_tail.a16,prefix,3,11761250,13.35,1
far_indir_tail.a16,postfix,3,11799416,11.99,1
far_indir_tail.a8,prefix,3,11704919,12.49,1
far_indir_tail.a8,postfix,3,11770276,12.63,1
far_loop.a16,prefix,3,13036533,13.98,1
far_loop.a16,postfix,3,12995776,14.06,1
far_loop.a8,prefix,3,13022666,13.63,1
far_loop.a8,postfix,3,13005863,14.23,1
far_memops.a16,prefix,3,12997436,14.42,1
far_memops.a16,postfix,3,13009609,15.70,1
far_memops.a8,prefix,3,12981469,15.06,1
far_memops.a8,postfix,3,12918483,14.05,1
far_memset.a16,prefix,3,11449409,13.19,1
far_memset.a16,postfix,3,11355892,13.38,1
far_memset.a8,prefix,3,11388856,13.64,1
far_memset.a8,postfix,3,11369106,14.33,1
far_near_call.a16,prefix,3,21891950,18.49,0
far_near_call.a16,postfix,3,22130190,17.61,0
far_near_call.a8,prefix,3,21863371,16.93,0
far_near_call.a8,postfix,3,21876994,17.18,0
far_sizeof.a16,prefix,3,10598927,11.77,1
far_sizeof.a16,postfix,3,10564189,12.04,1
far_sizeof.a8,prefix,3,10562581,12.20,1
far_sizeof.a8,postfix,3,10544901,14.16,1
far_store.a16,prefix,3,10503585,12.68,1
far_store.a16,postfix,3,10455495,13.64,1
far_store.a8,prefix,3,10474713,13.42,1
far_store.a8,postfix,3,10419436,19.82,1
far_tail.a16,prefix,3,26137762,32.01,0
far_tail.a16,postfix,3,26126710,21.22,0
far_tail.a8,prefix,3,26175993,21.33,0
far_tail.a8,postfix,3,26169649,18.14,0
farcc_bench.a16,prefix,3,12581948,13.61,1
farcc_bench.a16,postfix,3,12616500,15.22,1
farcc_bench.a8,prefix,3,12604870,13.63,1
farcc_bench.a8,postfix,3,12538912,13.94,1
farcc_imag32.a16,prefix,3,12296588,13.71,1
farcc_imag32.a16,postfix,3,12314100,14.59,1
farcc_imag32.a8,prefix,3,12216286,14.10,1
farcc_imag32.a8,postfix,3,12236067,13.57,1
farindex.a16,prefix,3,11201060,12.10,1
farindex.a16,postfix,3,11192357,12.63,1
farindex.a8,prefix,3,11170475,12.64,1
farindex.a8,postfix,3,11132551,13.23,1
farptrcmp-natural.a16,prefix,3,10642158,12.31,1
farptrcmp-natural.a16,postfix,3,10705019,12.67,1
farptrcmp-natural.a8,prefix,3,10673146,12.49,1
farptrcmp-natural.a8,postfix,3,10648682,12.31,1
farspill-probe.a16,prefix,3,17683173,17.77,1
farspill-probe.a16,postfix,3,17731628,16.17,1
farspill-probe.a8,prefix,3,17681384,15.29,1
farspill-probe.a8,postfix,3,17669284,15.90,1
frameabi_a0.a16,prefix,3,13538179,14.22,0
frameabi_a0.a16,postfix,3,13604160,13.99,0
frameabi_a0.a8,prefix,3,13580086,14.41,0
frameabi_a0.a8,postfix,3,13595625,15.36,0
frameabi_heavy.a16,prefix,3,59995636,31.23,0
frameabi_heavy.a16,postfix,3,60101651,31.67,0
frameabi_heavy.a8,prefix,3,60015842,32.52,0
frameabi_heavy.a8,postfix,3,60016160,30.49,0
k_bits.a16,prefix,3,22812645,19.64,0
k_bits.a16,postfix,3,22822567,19.99,0
k_bits.a8,prefix,3,22706598,18.52,0
k_bits.a8,postfix,3,22845710,19.23,0
k_blossom_far.a16,prefix,3,14456519,14.54,1
k_blossom_far.a16,postfix,3,14429020,14.19,1
k_blossom_far.a8,prefix,3,14427578,13.67,1
k_blossom_far.a8,postfix,3,14427261,14.28,1
k_buddha_far.a16,prefix,3,13529344,13.81,1
k_buddha_far.a16,postfix,3,13582889,14.25,1
k_buddha_far.a8,prefix,3,13451036,13.94,1
k_buddha_far.a8,postfix,3,13516886,14.27,1
k_crc16.a16,prefix,3,17798130,18.50,0
k_crc16.a16,postfix,3,17812170,16.17,0
k_crc16.a8,prefix,3,17724859,17.36,0
k_crc16.a8,postfix,3,17770591,16.48,0
k_fxmul.a16,prefix,3,17690977,18.58,0
k_fxmul.a16,postfix,3,17712292,16.90,0
k_fxmul.a8,prefix,3,17702949,16.46,0
k_fxmul.a8,postfix,3,17742147,17.37,0
k_hopalong.a16,prefix,3,38179433,23.51,0
k_hopalong.a16,postfix,3,38510591,24.00,0
k_hopalong.a8,prefix,3,38221971,23.63,0
k_hopalong.a8,postfix,3,38538730,24.09,0
k_isort.a16,prefix,3,38431530,25.63,0
k_isort.a16,postfix,3,38813012,24.77,0
k_isort.a8,prefix,3,38355866,25.03,0
k_isort.a8,postfix,3,38894616,25.12,0
k_mandel.a16,prefix,3,49704368,28.41,0
k_mandel.a16,postfix,3,50066573,29.24,0
k_mandel.a8,prefix,3,49589768,29.31,0
k_mandel.a8,postfix,3,49998817,28.06,0
k_mandel_far.a16,prefix,3,15948252,15.42,1
k_mandel_far.a16,postfix,3,15959726,15.13,1
k_mandel_far.a8,prefix,3,15927964,14.71,1
k_mandel_far.a8,postfix,3,15906020,14.96,1
k_prng.a16,prefix,3,20022101,17.74,0
k_prng.a16,postfix,3,20059686,17.38,0
k_prng.a8,prefix,3,20089261,16.87,0
k_prng.a8,postfix,3,20020762,19.54,0
k_satadd.a16,prefix,3,17064139,17.20,0
k_satadd.a16,postfix,3,17081047,16.10,0
k_satadd.a8,prefix,3,17082673,17.04,0
k_satadd.a8,postfix,3,17018284,16.74,0
k_trig16.a16,prefix,3,300100933,100.92,0
k_trig16.a16,postfix,3,307258787,98.27,0
k_trig16.a8,prefix,3,300049161,95.93,0
k_trig16.a8,postfix,3,307117416,94.77,0
k_trig16x.a16,prefix,3,464769720,159.07,134
k_trig16x.a16,postfix,3,464724746,167.17,134
k_trig16x.a8,prefix,3,464729592,162.59,134
k_trig16x.a8,postfix,3,464641599,169.32,134
k_trig32.a16,prefix,3,75599940,31.97,0
k_trig32.a16,postfix,3,75858553,31.92,0
k_trig32.a8,prefix,3,75548174,33.06,0
k_trig32.a8,postfix,3,75793704,33.62,0
legalindexdom.a16,prefix,3,19654264,17.33,0
legalindexdom.a16,postfix,3,19804521,16.99,0
legalindexdom.a8,prefix,3,19619403,17.33,0
legalindexdom.a8,postfix,3,19790848,18.31,0
llabs64-probe.a16,prefix,3,37027166,23.58,0
llabs64-probe.a16,postfix,3,37275555,22.86,0
llabs64-probe.a8,prefix,3,37050721,23.14,0
llabs64-probe.a8,postfix,3,37184339,23.32,0
mixedwidth-probe.a16,prefix,3,37529654,24.53,0
mixedwidth-probe.a16,postfix,3,37647165,23.33,0
mixedwidth-probe.a8,prefix,3,38814335,25.36,0
mixedwidth-probe.a8,postfix,3,38926700,25.03,0
modethread-probe.a16,prefix,3,48376628,26.74,0
modethread-probe.a16,postfix,3,48830655,29.03,0
modethread-probe.a8,prefix,3,48501353,27.16,0
modethread-probe.a8,postfix,3,48740654,27.46,0
rcundef.a16,prefix,3,87877309,35.48,0
rcundef.a16,postfix,3,88893082,35.88,0
rcundef.a8,prefix,3,87871142,35.83,0
rcundef.a8,postfix,3,88897670,36.46,0
shift64seam-narrow.a16,prefix,3,16129894,14.44,0
shift64seam-narrow.a16,postfix,3,16107546,15.03,0
shift64seam-narrow.a8,prefix,3,16104209,14.51,0
shift64seam-narrow.a8,postfix,3,16147516,15.18,0
shift64seam-probe.a16,prefix,3,62962105,30.64,0
shift64seam-probe.a16,postfix,3,63106906,29.29,0
shift64seam-probe.a8,prefix,3,62786009,36.01,0
shift64seam-probe.a8,postfix,3,62982726,28.88,0
xy16-inplace-memmove-repro.a16,prefix,3,38386995,23.71,0
xy16-inplace-memmove-repro.a16,postfix,3,38830577,25.88,0
xy16-inplace-memmove-repro.a8,prefix,3,38417405,24.38,0
xy16-inplace-memmove-repro.a8,postfix,3,38862091,25.82,0
xy16basic.a16,prefix,3,13727447,15.08,0
xy16basic.a16,postfix,3,13722998,14.66,0
xy16basic.a8,prefix,3,13715144,14.35,0
xy16basic.a8,postfix,3,13689115,14.38,0
xy16call.a16,prefix,3,23008467,17.98,0
xy16call.a16,postfix,3,22977287,18.12,0
xy16call.a8,prefix,3,22901210,18.52,0
xy16call.a8,postfix,3,22962146,17.93,0
xy16indiry.a16,prefix,3,14327135,15.68,0
xy16indiry.a16,postfix,3,14419431,14.57,0
xy16indiry.a8,prefix,3,14389413,14.94,0
xy16indiry.a8,postfix,3,14410743,14.52,0
xy16ops.a16,prefix,3,14698420,14.90,0
xy16ops.a16,postfix,3,14771755,14.91,0
xy16ops.a8,prefix,3,14760063,14.18,0
xy16ops.a8,postfix,3,14716183,14.67,0
xy16spill.a16,prefix,3,21010810,18.34,0
xy16spill.a16,postfix,3,20990482,18.86,0
xy16spill.a8,prefix,3,20832366,19.20,0
xy16spill.a8,postfix,3,20960976,17.91,0
xy16spillr.a16,prefix,3,26966124,20.88,0
xy16spillr.a16,postfix,3,27207373,20.20,0
xy16spillr.a8,prefix,3,27003107,21.48,0
xy16spillr.a8,postfix,3,27262767,20.24,0
zerobank_probe.a16,prefix,3,11063772,11.79,1
zerobank_probe.a16,postfix,3,11100685,12.29,1
zerobank_probe.a8,prefix,3,11030474,11.46,1
zerobank_probe.a8,postfix,3,11044283,11.77,1
k_trig16x.a16,prefix,L1,464739999,160.34,134
k_trig16x.a16,postfix,L1,464582560,166.44,134
k_trig16x.a16,prefix,L2,464568859,166.14,134
k_trig16x.a16,postfix,L2,464704722,169.19,134
k_trig16x.a16,prefix,L3,464932868,175.78,134
k_trig16x.a16,postfix,L3,464565358,168.78,134
k_trig16x.a16,prefix,L4,464465692,173.48,134
k_trig16x.a16,postfix,L4,464609913,176.82,134
k_trig16x.a16,prefix,L5,464572571,170.68,134
k_trig16x.a16,postfix,L5,464972516,162.45,134
k_trig16x.a16,prefix,L6,464725760,194.22,134
k_trig16x.a16,postfix,L6,464640239,163.61,134
k_trig16x.a16,prefix,L7,464696275,167.84,134
k_trig16x.a16,postfix,L7,464695720,182.53,134
k_trig16x.a16,prefix,L8,464981134,165.96,134
k_trig16x.a16,postfix,L8,464487028,170.30,134
k_trig16x.a16,prefix,L9,464722390,167.99,134
k_trig16x.a16,postfix,L9,464753866,176.24,134
k_trig16x.a16,prefix,L10,464739260,166.05,134
k_trig16x.a16,postfix,L10,464784162,176.61,134
k_trig16x.a8,prefix,L1,464091540,167.06,134
k_trig16x.a8,postfix,L1,464456146,165.17,134
k_trig16x.a8,prefix,L2,464660387,182.03,134
k_trig16x.a8,postfix,L2,464123051,164.94,134
k_trig16x.a8,prefix,L3,464349688,175.06,134
k_trig16x.a8,postfix,L3,464709102,170.09,134
k_trig16x.a8,prefix,L4,464328203,174.15,134
k_trig16x.a8,postfix,L4,464288341,169.35,134
k_trig16x.a8,prefix,L5,464767892,177.16,134
k_trig16x.a8,postfix,L5,464756117,167.96,134
k_trig16x.a8,prefix,L6,464735825,173.78,134
k_trig16x.a8,postfix,L6,464715648,187.64,134
k_trig16x.a8,prefix,L7,464649352,174.73,134
k_trig16x.a8,postfix,L7,464168140,187.28,134
k_trig16x.a8,prefix,L8,464170260,168.35,134
k_trig16x.a8,postfix,L8,464231731,163.96,134
k_trig16x.a8,prefix,L9,464480046,166.36,134
k_trig16x.a8,postfix,L9,464486542,172.63,134
k_trig16x.a8,prefix,L10,464703127,166.67,134
k_trig16x.a8,postfix,L10,464431988,168.12,134
k_trig16.a16,prefix,L1,299899695,100.62,0
k_trig16.a16,postfix,L1,307336508,102.61,0
k_trig16.a16,prefix,L2,300246399,96.21,0
k_trig16.a16,postfix,L2,307565851,112.87,0
k_trig16.a16,prefix,L3,300256671,108.73,0
k_trig16.a16,postfix,L3,307343922,127.58,0
k_trig16.a16,prefix,L4,299949172,98.79,0
k_trig16.a16,postfix,L4,307419628,100.01,0
k_trig16.a16,prefix,L5,300177284,114.79,0
k_trig16.a16,postfix,L5,307216494,101.99,0
k_trig16.a16,prefix,L6,300075774,96.11,0
k_trig16.a16,postfix,L6,307504396,100.97,0
k_trig16.a16,prefix,L7,300199905,102.74,0
k_trig16.a16,postfix,L7,307575967,94.93,0
k_trig16.a16,prefix,L8,300071704,94.83,0
k_trig16.a16,postfix,L8,307235175,94.06,0
k_trig16.a16,prefix,L9,300054256,92.99,0
k_trig16.a16,postfix,L9,307440754,98.35,0
k_trig16.a16,prefix,L10,300112430,97.80,0
k_trig16.a16,postfix,L10,307401082,105.03,0
k_trig16.a8,prefix,L1,300042082,97.27,0
k_trig16.a8,postfix,L1,307020278,96.46,0
k_trig16.a8,prefix,L2,300463637,98.01,0
k_trig16.a8,postfix,L2,307188548,98.14,0
k_trig16.a8,prefix,L3,300196149,98.82,0
k_trig16.a8,postfix,L3,307140483,102.46,0
k_trig16.a8,prefix,L4,300180690,98.80,0
k_trig16.a8,postfix,L4,307455269,95.09,0
k_trig16.a8,prefix,L5,300419707,93.21,0
k_trig16.a8,postfix,L5,307380615,94.75,0
k_trig16.a8,prefix,L6,299917094,95.13,0
k_trig16.a8,postfix,L6,307235982,101.33,0
k_trig16.a8,prefix,L7,299873046,95.76,0
k_trig16.a8,postfix,L7,307103928,97.25,0
k_trig16.a8,prefix,L8,300078067,92.87,0
k_trig16.a8,postfix,L8,307128124,93.20,0
k_trig16.a8,prefix,L9,300066378,94.79,0
k_trig16.a8,postfix,L9,307235578,100.64,0
k_trig16.a8,prefix,L10,300131682,95.25,0
k_trig16.a8,postfix,L10,307452079,97.14,0
a16cmpaudit.a16,prefix,L1,673735064,176.33,0
a16cmpaudit.a16,postfix,L1,683157591,182.84,0
a16cmpaudit.a16,prefix,L2,673515517,176.33,0
a16cmpaudit.a16,postfix,L2,683124622,175.91,0
a16cmpaudit.a16,prefix,L3,673296878,175.46,0
a16cmpaudit.a16,postfix,L3,683334391,181.22,0
a16cmpaudit.a16,prefix,L4,672895373,176.95,0
a16cmpaudit.a16,postfix,L4,683504350,180.13,0
a16cmpaudit.a16,prefix,L5,673642244,179.30,0
a16cmpaudit.a16,postfix,L5,682596720,178.66,0
a16cmpaudit.a16,prefix,L6,672776093,178.92,0
a16cmpaudit.a16,postfix,L6,683484924,179.37,0
a16cmpaudit.a16,prefix,L7,672798412,179.17,0
a16cmpaudit.a16,postfix,L7,682997220,180.24,0
a16cmpaudit.a16,prefix,L8,673464668,179.36,0
a16cmpaudit.a16,postfix,L8,682550222,177.32,0
a16cmpaudit.a16,prefix,L9,673389942,175.04,0
a16cmpaudit.a16,postfix,L9,682980001,178.03,0
a16cmpaudit.a16,prefix,L10,672938788,177.47,0
a16cmpaudit.a16,postfix,L10,683963737,175.94,0
a16cmpaudit.a8,prefix,L1,674092495,180.00,0
a16cmpaudit.a8,postfix,L1,683195326,185.79,0
a16cmpaudit.a8,prefix,L2,672946395,178.15,0
a16cmpaudit.a8,postfix,L2,683051961,179.50,0
a16cmpaudit.a8,prefix,L3,673550998,181.11,0
a16cmpaudit.a8,postfix,L3,683138798,204.88,0
a16cmpaudit.a8,prefix,L4,673614251,183.80,0
a16cmpaudit.a8,postfix,L4,683162300,176.76,0
a16cmpaudit.a8,prefix,L5,673157074,175.24,0
a16cmpaudit.a8,postfix,L5,682546456,186.52,0
a16cmpaudit.a8,prefix,L6,672767602,223.87,0
a16cmpaudit.a8,postfix,L6,682913886,192.14,0
a16cmpaudit.a8,prefix,L7,672924982,188.10,0
a16cmpaudit.a8,postfix,L7,683592449,180.97,0
a16cmpaudit.a8,prefix,L8,673014620,177.84,0
a16cmpaudit.a8,postfix,L8,683221771,175.83,0
a16cmpaudit.a8,prefix,L9,673769227,174.34,0
a16cmpaudit.a8,postfix,L9,683042286,181.94,0
a16cmpaudit.a8,prefix,L10,673566558,184.03,0
a16cmpaudit.a8,postfix,L10,683722224,178.77,0
