file,binary,rep,instructions,task_clock_ms,rc
a16imm.a16,prefix,2,15220409,15.70,0
a16imm.a16,postfix,2,15260625,24.80,0
a16imm.a8,prefix,2,15167776,18.65,0
a16imm.a8,postfix,2,15258113,18.43,0
a16incabs.a16,prefix,2,16813035,15.88,0
a16incabs.a16,postfix,2,16797595,15.57,0
a16incabs.a8,prefix,2,16807755,15.58,0
a16incabs.a8,postfix,2,16890609,15.72,0
a16incdec.a16,prefix,2,18066570,18.10,0
a16incdec.a16,postfix,2,17992026,15.98,0
a16incdec.a8,prefix,2,17990027,16.69,0
a16incdec.a8,postfix,2,18054935,15.97,0
a16indirdst.a16,prefix,2,13778521,14.22,0
a16indirdst.a16,postfix,2,13794319,14.57,0
a16indirdst.a8,prefix,2,13735161,15.56,0
a16indirdst.a8,postfix,2,13817599,14.76,0
a16indiry.a16,prefix,2,14441072,14.98,0
a16indiry.a16,postfix,2,14485286,16.06,0
a16indiry.a8,prefix,2,14434399,14.89,0
a16indiry.a8,postfix,2,14409531,15.12,0
a16isr.a16,prefix,2,16281615,14.99,0
a16isr.a16,postfix,2,16263210,15.16,0
a16isr.a8,prefix,2,16250240,16.05,0
a16isr.a8,postfix,2,16302770,14.80,0
a16loadcall.a16,prefix,2,32649442,23.19,0
a16loadcall.a16,postfix,2,32546678,21.68,0
a16loadcall.a8,prefix,2,32264132,21.72,0
a16loadcall.a8,postfix,2,32315676,21.23,0
a16loadfold.a16,prefix,2,14208661,14.77,0
a16loadfold.a16,postfix,2,14125601,17.07,0
a16loadfold.a8,prefix,2,14156961,15.08,0
a16loadfold.a8,postfix,2,14162156,14.84,0
a16local.a16,prefix,2,14163016,14.24,0
a16local.a16,postfix,2,14120694,14.77,0
a16local.a8,prefix,2,14177781,15.38,0
a16local.a8,postfix,2,14210837,14.14,0
a16localbit.a16,prefix,2,15571268,15.38,0
a16localbit.a16,postfix,2,15562629,15.14,0
a16localbit.a8,prefix,2,15581630,15.57,0
a16localbit.a8,postfix,2,15623779,15.29,0
a16localimm.a16,prefix,2,13937427,14.69,0
a16localimm.a16,postfix,2,13944489,14.59,0
a16localimm.a8,prefix,2,13961051,14.81,0
a16localimm.a8,postfix,2,14007171,14.58,0
a16localsub.a16,prefix,2,14230445,15.45,0
a16localsub.a16,postfix,2,14260036,15.49,0
a16localsub.a8,prefix,2,14174292,15.00,0
a16localsub.a8,postfix,2,14179002,15.06,0
a16localx.a16,prefix,2,17747078,16.13,0
a16localx.a16,postfix,2,17748274,16.10,0
a16localx.a8,prefix,2,17715049,15.45,0
a16localx.a8,postfix,2,17736684,17.53,0
a16loop.a16,prefix,2,15802466,17.31,0
a16loop.a16,postfix,2,15846257,15.96,0
a16loop.a8,prefix,2,15740392,15.97,0
a16loop.a8,postfix,2,15865671,15.39,0
a16loopred.a16,prefix,2,14528168,15.87,0
a16loopred.a16,postfix,2,14468038,16.47,0
a16loopred.a8,prefix,2,14495936,17.00,0
a16loopred.a8,postfix,2,14485871,17.90,0
a16mix1.a16,prefix,2,28099196,31.71,0
a16mix1.a16,postfix,2,28306433,26.47,0
a16mix1.a8,prefix,2,28163223,20.59,0
a16mix1.a8,postfix,2,28291914,21.48,0
a16mix2.a16,prefix,2,30622120,22.99,0
a16mix2.a16,postfix,2,30707958,22.88,0
a16mix2.a8,prefix,2,30622891,22.21,0
a16mix2.a8,postfix,2,30776393,20.80,0
a16mixfold.a16,prefix,2,18918707,15.71,0
a16mixfold.a16,postfix,2,18863594,16.93,0
a16mixfold.a8,prefix,2,18859861,16.79,0
a16mixfold.a8,postfix,2,18861179,16.39,0
a16ptr.a16,prefix,2,14472282,14.27,0
a16ptr.a16,postfix,2,14509638,15.39,0
a16ptr.a8,prefix,2,14439990,15.80,0
a16ptr.a8,postfix,2,14515337,15.91,0
a16regpress.a16,prefix,2,24156432,29.85,0
a16regpress.a16,postfix,2,24272107,18.70,0
a16regpress.a8,prefix,2,24223828,19.14,0
a16regpress.a8,postfix,2,24285253,18.83,0
a16ret.a16,prefix,2,21833199,17.35,0
a16ret.a16,postfix,2,21667261,18.02,0
a16ret.a8,prefix,2,21801922,17.49,0
a16ret.a8,postfix,2,21827153,18.40,0
a16s32.a16,prefix,2,91862673,38.18,0
a16s32.a16,postfix,2,93406716,36.46,0
a16s32.a8,prefix,2,91801179,39.49,0
a16s32.a8,postfix,2,93385695,39.67,0
a16scavnz.a16,prefix,2,31414899,22.41,0
a16scavnz.a16,postfix,2,31837677,20.94,0
a16scavnz.a8,prefix,2,31536880,23.26,0
a16scavnz.a8,postfix,2,31909323,21.98,0
a16scmp.a16,prefix,2,20396296,17.76,0
a16scmp.a16,postfix,2,20456000,17.40,0
a16scmp.a8,prefix,2,20435226,16.43,0
a16scmp.a8,postfix,2,20395810,16.94,0
a16shift.a16,prefix,2,15289899,14.93,0
a16shift.a16,postfix,2,15302795,15.11,0
a16shift.a8,prefix,2,15275843,14.92,0
a16shift.a8,postfix,2,15259099,15.53,0
a16spill.a16,prefix,2,22677583,21.99,0
a16spill.a16,postfix,2,22792856,18.18,0
a16spill.a8,prefix,2,22725595,19.76,0
a16spill.a8,postfix,2,22740487,20.89,0
a16spillr.a16,prefix,2,27054511,20.14,0
a16spillr.a16,postfix,2,27231200,21.95,0
a16spillr.a8,prefix,2,27002044,20.52,0
a16spillr.a8,postfix,2,27175378,21.75,0
a16sub.a16,prefix,2,14227204,14.62,0
a16sub.a16,postfix,2,14183515,14.44,0
a16sub.a8,prefix,2,14165164,14.65,0
a16sub.a8,postfix,2,14128485,14.71,0
a16sunfold.a16,prefix,2,18543708,16.75,0
a16sunfold.a16,postfix,2,18586595,16.21,0
a16sunfold.a8,prefix,2,18615831,17.48,0
a16sunfold.a8,postfix,2,18573478,16.01,0
a16thread.a16,prefix,2,19032347,16.92,0
a16thread.a16,postfix,2,18981508,17.39,0
a16thread.a8,prefix,2,18983016,16.49,0
a16thread.a8,postfix,2,19011177,16.42,0
absdiff-probe.a16,prefix,2,37095076,24.53,0
absdiff-probe.a16,postfix,2,37204004,23.45,0
absdiff-probe.a8,prefix,2,37183571,24.12,0
absdiff-probe.a8,postfix,2,37364866,22.58,0
asmisland-probe.a16,prefix,2,29003285,21.84,0
asmisland-probe.a16,postfix,2,29179049,21.64,0
asmisland-probe.a8,prefix,2,29024961,21.13,0
asmisland-probe.a8,postfix,2,29151860,21.25,0
bitboard64-probe.a16,prefix,2,217244882,73.86,0
bitboard64-probe.a16,postfix,2,217434954,73.19,0
bitboard64-probe.a8,prefix,2,217083687,74.50,0
bitboard64-probe.a8,postfix,2,216788694,73.03,0
crt0native.a16,prefix,2,13628136,15.55,0
crt0native.a16,postfix,2,13596319,14.70,0
crt0native.a8,prefix,2,13624836,14.73,0
crt0native.a8,postfix,2,13724408,14.39,0
far-bank1.a16,prefix,2,10337350,12.13,1
far-bank1.a16,postfix,2,10273659,12.04,1
far-bank1.a8,prefix,2,10281852,12.00,1
far-bank1.a8,postfix,2,10300824,12.26,1
far-deref.a16,prefix,2,11749840,12.34,1
far-deref.a16,postfix,2,11783519,12.40,1
far-deref.a8,prefix,2,11622744,13.55,1
far-deref.a8,postfix,2,11682450,13.08,1
far-run.a16,prefix,2,10407701,11.76,1
far-run.a16,postfix,2,10271311,12.63,1
far-run.a8,prefix,2,10318416,12.05,1
far-run.a8,postfix,2,10308588,12.37,1
far_arith.a16,prefix,2,10447736,13.49,1
far_arith.a16,postfix,2,10504947,12.43,1
far_arith.a8,prefix,2,10488657,12.60,1
far_arith.a8,postfix,2,10466330,12.71,1
far_call.a16,prefix,2,16328080,14.65,0
far_call.a16,postfix,2,16320463,17.70,0
far_call.a8,prefix,2,16344542,20.35,0
far_call.a8,postfix,2,16267445,18.87,0
far_cast.a16,prefix,2,10411131,13.91,1
far_cast.a16,postfix,2,10384439,12.63,1
far_cast.a8,prefix,2,10356380,12.12,1
far_cast.a8,postfix,2,10364758,12.64,1
far_fnptr.a16,prefix,2,11670752,13.22,1
far_fnptr.a16,postfix,2,11636423,13.42,1
far_fnptr.a8,prefix,2,11614509,14.95,1
far_fnptr.a8,postfix,2,11670169,15.48,1
far_indir.a16,prefix,2,10483000,16.73,1
far_indir.a16,postfix,2,10497927,13.26,1
far_indir.a8,prefix,2,10515897,14.25,1
far_indir.a8,postfix,2,10530329,14.21,1
far_indir_tail.a16,prefix,2,11790834,12.85,1
far_indir_tail.a16,postfix,2,11772093,12.66,1
far_indir_tail.a8,prefix,2,11753974,12.39,1
far_indir_tail.a8,postfix,2,11753693,12.70,1
far_loop.a16,prefix,2,13021863,13.86,1
far_loop.a16,postfix,2,13049977,15.01,1
far_loop.a8,prefix,2,13005768,14.89,1
far_loop.a8,postfix,2,13015188,14.20,1
far_memops.a16,prefix,2,12939592,14.05,1
far_memops.a16,postfix,2,12995541,14.28,1
far_memops.a8,prefix,2,13002954,14.35,1
far_memops.a8,postfix,2,12944603,15.96,1
far_memset.a16,prefix,2,11389892,13.57,1
far_memset.a16,postfix,2,11377485,13.25,1
far_memset.a8,prefix,2,11338254,13.42,1
far_memset.a8,postfix,2,11369043,12.97,1
far_near_call.a16,prefix,2,21856619,18.65,0
far_near_call.a16,postfix,2,21835382,20.61,0
far_near_call.a8,prefix,2,21842785,16.92,0
far_near_call.a8,postfix,2,22119361,17.63,0
far_sizeof.a16,prefix,2,10568797,12.63,1
far_sizeof.a16,postfix,2,10559981,12.55,1
far_sizeof.a8,prefix,2,10516359,12.63,1
far_sizeof.a8,postfix,2,10574289,12.27,1
far_store.a16,prefix,2,10454193,12.86,1
far_store.a16,postfix,2,10437742,12.34,1
far_store.a8,prefix,2,10442293,12.92,1
far_store.a8,postfix,2,10465878,12.95,1
far_tail.a16,prefix,2,26090550,19.92,0
far_tail.a16,postfix,2,25974429,18.59,0
far_tail.a8,prefix,2,26084907,18.75,0
far_tail.a8,postfix,2,25874057,18.05,0
farcc_bench.a16,prefix,2,12668576,15.86,1
farcc_bench.a16,postfix,2,12597483,16.83,1
farcc_bench.a8,prefix,2,12593230,16.20,1
farcc_bench.a8,postfix,2,12688176,13.37,1
farcc_imag32.a16,prefix,2,12277824,13.32,1
farcc_imag32.a16,postfix,2,12283019,14.85,1
farcc_imag32.a8,prefix,2,12299339,13.62,1
farcc_imag32.a8,postfix,2,12254213,14.73,1
farindex.a16,prefix,2,11221400,13.39,1
farindex.a16,postfix,2,11179952,12.89,1
farindex.a8,prefix,2,11177230,13.98,1
farindex.a8,postfix,2,11242030,14.57,1
farptrcmp-natural.a16,prefix,2,10701750,12.87,1
farptrcmp-natural.a16,postfix,2,10634081,12.21,1
farptrcmp-natural.a8,prefix,2,10628358,12.21,1
farptrcmp-natural.a8,postfix,2,10645919,12.29,1
farspill-probe.a16,prefix,2,17713710,19.62,1
farspill-probe.a16,postfix,2,17689849,15.60,1
farspill-probe.a8,prefix,2,17755190,15.78,1
farspill-probe.a8,postfix,2,17659238,15.71,1
frameabi_a0.a16,prefix,2,13592800,14.40,0
frameabi_a0.a16,postfix,2,13590923,14.48,0
frameabi_a0.a8,prefix,2,13557118,15.91,0
frameabi_a0.a8,postfix,2,13542488,14.72,0
frameabi_heavy.a16,prefix,2,59970164,31.73,0
frameabi_heavy.a16,postfix,2,60004912,32.12,0
frameabi_heavy.a8,prefix,2,59877114,34.54,0
frameabi_heavy.a8,postfix,2,60000134,30.38,0
k_bits.a16,prefix,2,22776840,19.64,0
k_bits.a16,postfix,2,22814523,19.38,0
k_bits.a8,prefix,2,22762707,18.32,0
k_bits.a8,postfix,2,22792220,19.60,0
k_blossom_far.a16,prefix,2,14437033,14.69,1
k_blossom_far.a16,postfix,2,14492305,14.87,1
k_blossom_far.a8,prefix,2,14403950,13.84,1
k_blossom_far.a8,postfix,2,14418039,14.81,1
k_buddha_far.a16,prefix,2,13541522,15.21,1
k_buddha_far.a16,postfix,2,13657112,13.95,1
k_buddha_far.a8,prefix,2,13524680,15.48,1
k_buddha_far.a8,postfix,2,13498946,15.25,1
k_crc16.a16,prefix,2,17802948,17.31,0
k_crc16.a16,postfix,2,17827433,17.04,0
k_crc16.a8,prefix,2,17745200,18.27,0
k_crc16.a8,postfix,2,17757272,17.60,0
k_fxmul.a16,prefix,2,17658423,16.70,0
k_fxmul.a16,postfix,2,17709224,16.47,0
k_fxmul.a8,prefix,2,17728175,17.27,0
k_fxmul.a8,postfix,2,17710952,17.39,0
k_hopalong.a16,prefix,2,38206411,24.85,0
k_hopalong.a16,postfix,2,38493940,23.30,0
k_hopalong.a8,prefix,2,38216289,23.65,0
k_hopalong.a8,postfix,2,38469810,24.24,0
k_isort.a16,prefix,2,38450436,24.02,0
k_isort.a16,postfix,2,38848125,25.67,0
k_isort.a8,prefix,2,38406696,24.86,0
k_isort.a8,postfix,2,38768241,25.24,0
k_mandel.a16,prefix,2,49693970,29.31,0
k_mandel.a16,postfix,2,50111794,28.61,0
k_mandel.a8,prefix,2,49645707,27.54,0
k_mandel.a8,postfix,2,50084163,30.33,0
k_mandel_far.a16,prefix,2,15948014,14.92,1
k_mandel_far.a16,postfix,2,16005884,15.27,1
k_mandel_far.a8,prefix,2,15890399,15.75,1
k_mandel_far.a8,postfix,2,15944257,16.14,1
k_prng.a16,prefix,2,20005602,17.83,0
k_prng.a16,postfix,2,20028241,17.21,0
k_prng.a8,prefix,2,20036438,18.00,0
k_prng.a8,postfix,2,19961161,17.02,0
k_satadd.a16,prefix,2,17041854,16.66,0
k_satadd.a16,postfix,2,17056476,17.31,0
k_satadd.a8,prefix,2,17005587,18.14,0
k_satadd.a8,postfix,2,17018789,17.36,0
k_trig16.a16,prefix,2,300345330,94.51,0
k_trig16.a16,postfix,2,307219939,96.38,0
k_trig16.a8,prefix,2,300016147,94.90,0
k_trig16.a8,postfix,2,307200158,101.55,0
k_trig16x.a16,prefix,2,464735040,160.35,134
k_trig16x.a16,postfix,2,464628076,164.69,134
k_trig16x.a8,prefix,2,464720434,169.59,134
k_trig16x.a8,postfix,2,464666378,168.68,134
k_trig32.a16,prefix,2,75586255,32.62,0
k_trig32.a16,postfix,2,75884127,31.94,0
k_trig32.a8,prefix,2,75554610,32.14,0
k_trig32.a8,postfix,2,75870677,34.06,0
legalindexdom.a16,prefix,2,19612375,17.71,0
legalindexdom.a16,postfix,2,19762141,18.76,0
legalindexdom.a8,prefix,2,19629233,17.72,0
legalindexdom.a8,postfix,2,19736831,18.60,0
llabs64-probe.a16,prefix,2,37012164,23.66,0
llabs64-probe.a16,postfix,2,37255047,22.94,0
llabs64-probe.a8,prefix,2,37023250,22.44,0
llabs64-probe.a8,postfix,2,37135601,22.62,0
mixedwidth-probe.a16,prefix,2,37775394,23.83,0
mixedwidth-probe.a16,postfix,2,37625024,24.41,0
mixedwidth-probe.a8,prefix,2,38835450,27.28,0
mixedwidth-probe.a8,postfix,2,39030204,26.97,0
modethread-probe.a16,prefix,2,48381507,26.66,0
modethread-probe.a16,postfix,2,48797318,33.53,0
modethread-probe.a8,prefix,2,48307054,27.41,0
modethread-probe.a8,postfix,2,48776474,27.79,0
rcundef.a16,prefix,2,87927996,35.95,0
rcundef.a16,postfix,2,88998099,46.96,0
rcundef.a8,prefix,2,87845841,37.68,0
rcundef.a8,postfix,2,89001443,37.69,0
shift64seam-narrow.a16,prefix,2,16058002,16.07,0
shift64seam-narrow.a16,postfix,2,16071752,15.93,0
shift64seam-narrow.a8,prefix,2,16102255,15.80,0
shift64seam-narrow.a8,postfix,2,16165195,15.34,0
shift64seam-probe.a16,prefix,2,62628629,30.36,0
shift64seam-probe.a16,postfix,2,63018523,31.10,0
shift64seam-probe.a8,prefix,2,62762607,30.81,0
shift64seam-probe.a8,postfix,2,63038631,30.81,0
xy16-inplace-memmove-repro.a16,prefix,2,38350285,25.16,0
xy16-inplace-memmove-repro.a16,postfix,2,38836614,24.14,0
xy16-inplace-memmove-repro.a8,prefix,2,38370878,25.88,0
xy16-inplace-memmove-repro.a8,postfix,2,38840086,25.24,0
xy16basic.a16,prefix,2,13734344,14.73,0
xy16basic.a16,postfix,2,13738737,15.09,0
xy16basic.a8,prefix,2,13690856,14.44,0
xy16basic.a8,postfix,2,13740091,13.70,0
xy16call.a16,prefix,2,23030640,18.86,0
xy16call.a16,postfix,2,23028288,18.38,0
xy16call.a8,prefix,2,22881316,17.57,0
xy16call.a8,postfix,2,22949170,18.08,0
xy16indiry.a16,prefix,2,14400814,14.47,0
xy16indiry.a16,postfix,2,14440212,15.27,0
xy16indiry.a8,prefix,2,14440190,14.86,0
xy16indiry.a8,postfix,2,14391841,15.47,0
xy16ops.a16,prefix,2,14743384,14.89,0
xy16ops.a16,postfix,2,14742989,14.41,0
xy16ops.a8,prefix,2,14776631,15.05,0
xy16ops.a8,postfix,2,14717736,15.29,0
xy16spill.a16,prefix,2,20933716,18.09,0
xy16spill.a16,postfix,2,20949576,18.47,0
xy16spill.a8,prefix,2,20925048,18.15,0
xy16spill.a8,postfix,2,20930837,18.34,0
xy16spillr.a16,prefix,2,26960379,19.46,0
xy16spillr.a16,postfix,2,27239712,21.68,0
xy16spillr.a8,prefix,2,27005541,20.60,0
xy16spillr.a8,postfix,2,27237054,21.17,0
zerobank_probe.a16,prefix,2,11100484,13.13,1
zerobank_probe.a16,postfix,2,11039745,12.30,1
zerobank_probe.a8,prefix,2,11035295,13.03,1
zerobank_probe.a8,postfix,2,11031704,12.20,1
a16.a16,prefix,3,13707065,14.06,0
a16.a16,postfix,3,13710681,14.41,0
a16.a8,prefix,3,13719837,14.92,0
a16.a8,postfix,3,13678894,14.36,0
a16abs.a16,prefix,3,13634125,13.96,0
a16abs.a16,postfix,3,13651479,13.74,0
a16abs.a8,prefix,3,13648619,15.00,0
a16abs.a8,postfix,3,13613482,14.90,0
a16abscmp.a16,prefix,3,22613999,17.52,0
a16abscmp.a16,postfix,3,22744047,18.62,0
a16abscmp.a8,prefix,3,22565641,17.48,0
a16abscmp.a8,postfix,3,22811914,17.22,0
a16absidx.a16,prefix,3,13336160,14.42,0
a16absidx.a16,postfix,3,13259467,14.12,0
a16absidx.a8,prefix,3,13252546,14.13,0
a16absidx.a8,postfix,3,13295889,14.20,0
a16add.a16,prefix,3,14047014,14.36,0
a16add.a16,postfix,3,14068154,15.29,0
a16add.a8,prefix,3,14024908,14.54,0
a16add.a8,postfix,3,13993867,14.52,0
a16ashift.a16,prefix,3,14642245,15.12,0
a16ashift.a16,postfix,3,14667047,14.63,0
a16ashift.a8,prefix,3,14666166,14.30,0
a16ashift.a8,postfix,3,14698773,15.36,0
a16ashift8.a16,prefix,3,21622522,17.62,0
a16ashift8.a16,postfix,3,21758711,16.99,0
a16ashift8.a8,prefix,3,21643147,17.77,0
a16ashift8.a8,postfix,3,21764103,17.36,0
a16bit.a16,prefix,3,15638937,15.46,0
a16bit.a16,postfix,3,15621551,15.31,0
a16bit.a8,prefix,3,15626565,15.42,0
a16bit.a8,postfix,3,15617197,14.56,0
a16bitchain.a16,prefix,3,19303950,16.22,0
a16bitchain.a16,postfix,3,19303503,17.01,0
a16bitchain.a8,prefix,3,19248152,16.27,0
a16bitchain.a8,postfix,3,19269376,16.67,0
a16call.a16,prefix,3,18532147,16.11,0
a16call.a16,postfix,3,18549239,16.64,0
a16call.a8,prefix,3,18409278,17.16,0
a16call.a8,postfix,3,18490048,16.47,0
a16chain.a16,prefix,3,14825771,14.67,0
a16chain.a16,postfix,3,14785807,14.80,0
a16chain.a8,prefix,3,14789623,15.35,0
a16chain.a8,postfix,3,14811985,14.72,0
a16chainimm.a16,prefix,3,18441553,15.65,0
a16chainimm.a16,postfix,3,18480914,16.43,0
a16chainimm.a8,prefix,3,18440643,16.11,0
a16chainimm.a8,postfix,3,18499383,15.92,0
a16chainld.a16,prefix,3,15592517,14.45,0
a16chainld.a16,postfix,3,15534825,15.33,0
a16chainld.a8,prefix,3,15598754,16.29,0
a16chainld.a8,postfix,3,15569984,15.05,0
a16cmp.a16,prefix,3,23199096,18.66,0
a16cmp.a16,postfix,3,23289787,18.75,0
a16cmp.a8,prefix,3,23193694,17.09,0
a16cmp.a8,postfix,3,23249104,18.20,0
a16cmpaudit.a16,prefix,3,672808010,178.37,0
a16cmpaudit.a16,postfix,3,683024324,185.88,0
a16cmpaudit.a8,prefix,3,673217645,194.52,0
a16cmpaudit.a8,postfix,3,682569172,193.00,0
a16cmpidx.a16,prefix,3,40260816,26.81,0
a16cmpidx.a16,postfix,3,40694747,23.49,0
a16cmpidx.a8,prefix,3,40184684,23.84,0
a16cmpidx.a8,postfix,3,40649197,22.84,0
a16copy.a16,prefix,3,14339652,14.28,0
a16copy.a16,postfix,3,14289699,15.10,0
a16copy.a8,prefix,3,14331905,15.25,0
a16copy.a8,postfix,3,14259170,14.49,0
a16eq.a16,prefix,3,18080220,16.55,0
a16eq.a16,postfix,3,18086175,16.79,0
a16eq.a8,prefix,3,18101227,17.66,0
a16eq.a8,postfix,3,18167589,19.01,0
a16eqval.a16,prefix,3,17825173,17.13,0
a16eqval.a16,postfix,3,17930001,17.15,0
a16eqval.a8,prefix,3,17840352,16.56,0
a16eqval.a8,postfix,3,17939509,15.71,0
a16eqvalc.a16,prefix,3,20019810,17.29,0
a16eqvalc.a16,postfix,3,20041456,17.32,0
a16eqvalc.a8,prefix,3,19898492,17.25,0
a16eqvalc.a8,postfix,3,19915480,17.16,0
a16eqvalg.a16,prefix,3,22719339,17.57,0
a16eqvalg.a16,postfix,3,22869980,18.14,0
a16eqvalg.a8,prefix,3,22637980,17.75,0
a16eqvalg.a8,postfix,3,22721609,16.97,0
a16eqvalmg.a16,prefix,3,20357098,17.48,0
a16eqvalmg.a16,postfix,3,20453136,17.94,0
a16eqvalmg.a8,prefix,3,20301803,16.89,0
a16eqvalmg.a8,postfix,3,20393139,18.33,0
a16eqvalp.a16,prefix,3,19772548,17.53,0
a16eqvalp.a16,postfix,3,19779029,16.73,0
a16eqvalp.a8,prefix,3,19715761,17.01,0
a16eqvalp.a8,postfix,3,19790956,17.77,0
a16eqvalz.a16,prefix,3,15196431,14.99,0
a16eqvalz.a16,postfix,3,15198722,15.46,0
a16eqvalz.a8,prefix,3,15092774,16.17,0
a16eqvalz.a8,postfix,3,15123037,15.11,0
a16frameidx.a16,prefix,3,33080269,22.52,0
a16frameidx.a16,postfix,3,33129914,22.13,0
a16frameidx.a8,prefix,3,33102699,21.22,0
a16frameidx.a8,postfix,3,33025669,22.21,0
a16imm.a16,prefix,3,15241591,14.88,0
a16imm.a16,postfix,3,15197048,16.45,0
a16imm.a8,prefix,3,15164159,15.92,0
a16imm.a8,postfix,3,15163227,15.35,0
a16incabs.a16,prefix,3,16772020,15.75,0
a16incabs.a16,postfix,3,16855248,15.53,0
a16incabs.a8,prefix,3,16855840,16.08,0
a16incabs.a8,postfix,3,16839668,15.19,0
a16incdec.a16,prefix,3,18036403,15.54,0
a16incdec.a16,postfix,3,18079010,15.36,0
a16incdec.a8,prefix,3,18025693,15.80,0
a16incdec.a8,postfix,3,18014589,16.50,0
a16indirdst.a16,prefix,3,13796623,13.74,0
a16indirdst.a16,postfix,3,13817734,15.35,0
a16indirdst.a8,prefix,3,13791210,14.16,0
a16indirdst.a8,postfix,3,13727709,14.46,0
a16indiry.a16,prefix,3,14356263,15.32,0
a16indiry.a16,postfix,3,14461653,14.73,0
a16indiry.a8,prefix,3,14404852,15.08,0
a16indiry.a8,postfix,3,14398869,15.11,0
a16isr.a16,prefix,3,16366258,15.50,0
a16isr.a16,postfix,3,16318068,17.28,0
a16isr.a8,prefix,3,16310772,15.13,0
a16isr.a8,postfix,3,16362325,14.95,0
a16loadcall.a16,prefix,3,32256231,21.53,0
a16loadcall.a16,postfix,3,32329905,21.04,0
a16loadcall.a8,prefix,3,32636702,22.08,0
a16loadcall.a8,postfix,3,32627241,26.25,0
a16loadfold.a16,prefix,3,14228071,14.90,0
a16loadfold.a16,postfix,3,14171121,14.49,0
a16loadfold.a8,prefix,3,14172034,20.89,0
a16loadfold.a8,postfix,3,14206071,15.78,0
a16local.a16,prefix,3,14221129,17.17,0
a16local.a16,postfix,3,14254771,14.36,0
a16local.a8,prefix,3,14228012,17.33,0
a16local.a8,postfix,3,14167996,15.75,0
a16localbit.a16,prefix,3,15582364,16.22,0
a16localbit.a16,postfix,3,15687255,16.60,0
a16localbit.a8,prefix,3,15594698,15.82,0
a16localbit.a8,postfix,3,15543137,14.91,0
a16localimm.a16,prefix,3,13951062,14.18,0
a16localimm.a16,postfix,3,13983917,14.66,0
a16localimm.a8,prefix,3,13967074,14.66,0
a16localimm.a8,postfix,3,13989542,14.24,0
a16localsub.a16,prefix,3,14217003,15.36,0
a16localsub.a16,postfix,3,14270116,15.29,0
a16localsub.a8,prefix,3,14222064,14.91,0
a16localsub.a8,postfix,3,14224018,21.46,0
a16localx.a16,prefix,3,17722027,15.84,0
a16localx.a16,postfix,3,17776751,16.49,0
a16localx.a8,prefix,3,17708690,16.36,0
a16localx.a8,postfix,3,17711737,15.81,0
a16loop.a16,prefix,3,15837413,15.58,0
a16loop.a16,postfix,3,15905176,15.31,0
a16loop.a8,prefix,3,15779662,15.12,0
a16loop.a8,postfix,3,15831884,15.37,0
a16loopred.a16,prefix,3,14450388,15.82,0
a16loopred.a16,postfix,3,14488378,14.13,0
a16loopred.a8,prefix,3,14467577,15.66,0
a16loopred.a8,postfix,3,14490593,15.25,0
a16mix1.a16,prefix,3,28133370,20.22,0
a16mix1.a16,postfix,3,28389295,20.35,0
a16mix1.a8,prefix,3,28133093,21.70,0
a16mix1.a8,postfix,3,28302787,20.56,0
a16mix2.a16,prefix,3,30778146,21.94,0
a16mix2.a16,postfix,3,30763616,21.52,0
a16mix2.a8,prefix,3,30610408,22.23,0
a16mix2.a8,postfix,3,30809622,21.75,0
a16mixfold.a16,prefix,3,18877622,16.81,0
a16mixfold.a16,postfix,3,18916809,18.18,0
a16mixfold.a8,prefix,3,18883532,16.22,0
a16mixfold.a8,postfix,3,18903637,17.18,0
a16ptr.a16,prefix,3,14451818,14.03,0
a16ptr.a16,postfix,3,14420455,15.47,0
a16ptr.a8,prefix,3,14415718,15.55,0
a16ptr.a8,postfix,3,14416728,16.42,0
a16regpress.a16,prefix,3,24202712,21.46,0
a16regpress.a16,postfix,3,24257481,20.24,0
a16regpress.a8,prefix,3,24217234,19.81,0
a16regpress.a8,postfix,3,24302033,18.78,0
a16ret.a16,prefix,3,21778888,16.40,0
a16ret.a16,postfix,3,21824131,18.08,0
a16ret.a8,prefix,3,21728703,17.13,0
a16ret.a8,postfix,3,21864524,17.37,0
a16s32.a16,prefix,3,91885774,35.94,0
a16s32.a16,postfix,3,93441760,37.09,0
a16s32.a8,prefix,3,91782722,36.39,0
a16s32.a8,postfix,3,93487576,37.82,0
a16scavnz.a16,prefix,3,31574239,20.48,0
a16scavnz.a16,postfix,3,31971457,22.03,0
a16scavnz.a8,prefix,3,31475561,22.08,0
a16scavnz.a8,postfix,3,31921238,22.03,0
a16scmp.a16,prefix,3,20455446,17.95,0
a16scmp.a16,postfix,3,20504108,16.73,0
a16scmp.a8,prefix,3,20434656,17.33,0
a16scmp.a8,postfix,3,20437346,16.64,0
a16shift.a16,prefix,3,15314675,14.99,0
a16shift.a16,postfix,3,15296269,14.39,0
a16shift.a8,prefix,3,15255486,15.12,0
a16shift.a8,postfix,3,15277377,16.31,0
a16spill.a16,prefix,3,22658263,18.17,0
a16spill.a16,postfix,3,22739842,18.40,0
a16spill.a8,prefix,3,22573146,18.14,0
a16spill.a8,postfix,3,22724030,18.21,0
a16spillr.a16,prefix,3,27029285,21.48,0
a16spillr.a16,postfix,3,27281497,19.87,0
a16spillr.a8,prefix,3,27108240,21.65,0
a16spillr.a8,postfix,3,27275911,20.41,0
a16sub.a16,prefix,3,14235804,14.10,0
